line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
409,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Mercerie mêlée,mercerie mêlée,2575,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,69,mercerie,9b,x,,0,Hors Canada,,0,not a medical product,3107,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,2575,0,0,,autres produits,Europe
410,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Meubles,meubles,2056,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,692,mobilier,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,2056,0,0,,autres produits,Ports francs et petites îles
411,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Meubles,meubles,166,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,692,mobilier,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,166,0,0,,autres produits,Europe
412,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Meules,meules,34770,1159,pièces,pièces,30,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,32,meules,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,31,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,1159,30,0,0,0,1,1,0,34770,0,0,0,autres produits,Europe
413,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Ouvrages de terre cuite,ouvrages de terre cuite,100,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,29,ouvrages de terre cuite,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,106,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,100,0,0,,autres produits,Europe
414,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Ouvrages de terre cuite,ouvrages de terre cuite,485,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,29,ouvrages de terre cuite,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,106,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,485,0,0,,autres produits,Europe
415,National toutes directions partenaires manquants,1789,La Rochelle,L'empereur,Empereur,Imports,Ouvrages de terre cuite,ouvrages de terre cuite,940,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,États de l'Empereur,Flandre et autres états de l'Empereur,États de l'Empereur,Flandres,États de l'Empereur,Not Outre-mers,29,ouvrages de terre cuite,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,106,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,940,0,0,,autres produits,Europe
416,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Pipes à fumer,pipes à fumer,1960,196,grosses,grosses,10,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,259,pipes à fumer,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,689,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,grosses,144,nombre,144,0,4064256,.00048225309,0,0,0,1,1,0,1960,0,0,0,autres produits,Europe
417,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Parfumerie,parfumerie,1620,540,livres,livres,3,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,504,parfumerie,5,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,783,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Parfumerie et toilette,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Drogues,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,264.32999,6.1287031,0,0,0,1,1,0,1620,0,0,0,autres produits,Ports francs et petites îles
418,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Papier blanc,papier blanc,529.60004,662,livres,livres,.80000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,en quintal,.40000001,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,573,papier blanc,6c,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1095,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Papier,No link with beaver,,,,Papier,Paper products,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,324.04898,1.6343209,0,0,0,1,1,1,530,0,0,.39999211,autres produits,Europe
419,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Peaux de daim,peaux de daim,4200,1050,livres,livres,4,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,8,peaux de daim,6a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,85,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.48949999,0,513.97498,8.1716042,0,0,0,1,1,0,4200,0,0,0,autres produits,Ports francs et petites îles
420,National toutes directions partenaires manquants,1789,La Rochelle,L'amerique,Amérique,Imports,Peaux de daim,peaux de daim,420,105,livres,livres,4,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique et ses colonies,Not Outre-mers,8,peaux de daim,6a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,85,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.48949999,0,51.397499,8.1716042,0,0,0,1,1,0,420,0,0,0,autres produits,Reste du monde (USA)
421,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Peaux de chevreuil,peaux de chevreuil,71236,17809,livres,livres,4,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,89,peaux de chevreuil,6a,x,,0,Exclusivement Canada,,0,not a medical product,225,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.48949999,0,8717.5049,8.1716042,0,0,0,1,1,0,71236,0,0,0,autres produits,Europe
422,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Peaux de castor,peaux de castor,27162,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,60 lt et 2226 pièces,,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,19,peaux de castor,6a,x,,0,Exclusivement Canada,,0,not a medical product,112,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie","beaver, etc. raw material",,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,27162,0,0,,autres produits,Europe
423,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Peaux de martre,peaux de martre,114,38,pièces,pièces,3,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,142,peaux de martre,6a,x,,0,Exclusivement Canada,,0,not a medical product,390,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie","beaver, etc. raw material",,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,38,3,0,0,0,1,1,0,114,0,0,0,autres produits,Europe
424,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Peaux de moutons tannées,peaux de mouton tannées,2664,222,douzaines,douzaine,12,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,prix unitaire non visible,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,14,peaux de mouton tannées,6a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,48,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,nombre,12,nombre,1,0,2664,,0,0,0,1,1,0,2664,1,0,0,autres produits,Ports francs et petites îles
425,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Peaux d'ours,peaux d'ours,880,88,pièces,pièces,10,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,227,peaux d'ours,6a,x,,0,Exclusivement Canada,,0,not a medical product,485,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie","beaver, etc. raw material",,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,pièces,1,nombre,1,0,88,10,0,0,0,1,1,0,880,0,0,0,autres produits,Europe
426,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Pelleterie commune,pelleterie commune,233.5,467,livres,livres,.5,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,70,pelleterie commune,6a,x,,0,Peut-être Canada,,0,not a medical product,135,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,livres,1,kg,.48949999,0,228.5965,1.0214505,0,0,0,1,1,1,233,0,0,-.5,autres produits,Europe
427,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Pierre à faux,pierres à faux,1500,3000,pièces,pièces,.5,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,2,pierres à faux,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,188,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,pièces,1,nombre,1,0,3000,.5,0,0,0,1,1,0,1500,0,0,0,autres produits,Ports francs et petites îles
428,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Plomb en saumon,plomb en saumon,26604.9,88683,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,.1,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,633,plomb en saumon,6j,x,,0,Hors Canada,,0,not a medical product,1070,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,43410.328,.61287034,0,0,0,1,1,1,26605,0,0,.098942816,autres produits,Grande Bretagne
429,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Imports,Plomb en saumon,plomb en saumon,21199.801,70666,livres,livres,.30000001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,633,plomb en saumon,6j,x,,0,Hors Canada,,0,not a medical product,1070,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,34591.008,.61287034,0,0,0,1,1,1,21200,0,0,.1991576,autres produits,Europe
430,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Poisson salé divers,poisson salé divers,405,,,unité manquante,,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,13,poisson salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,590,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,405,0,0,,autres produits,Ports francs et petites îles
431,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Quincaillerie de fer,quincaillerie de fer,6225,10543,livres,livres,.59043914,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,95,quincaillerie de fer,6j,x,Hardware,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,828,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,5160.7983,,0,0,0,1,1,0,6225,1,0,.0001385808,autres produits,Europe
432,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Enclumes,enclumes,675,2000,livres,livres,.33750001,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,2,enclumes,6j,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,979,,0,0,0,1,1,0,675,1,0,-.000011920929,autres produits,Europe
433,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Clous,clous,5274.8501,15071,livres,livres,.34999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,en quintal,.15000001,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,3,clous,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,10,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,7377.2544,.71501535,0,0,0,1,1,1,5275,0,0,.15008983,autres produits,Ports francs et petites îles
434,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Clous,clous,672.34998,1921,livres,livres,.34999999,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,en quintal,-.34999999,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,3,clous,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,10,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,940.32947,.71501535,0,0,0,1,1,1,672,0,0,-.34998855,autres produits,Europe
435,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Limes,limes,2180,4950,livres,livres,.44040403,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,172,limes,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,218,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Faucilles, faux et limes",No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,2423.0249,,0,0,0,1,1,0,2180,1,0,.0000628829,autres produits,Europe
436,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Moulin à caffé,moulins à café,277,74,pièces,pièces,3.7432432,1789,La Rochelle,La Rochelle,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,19,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,6,moulins à café,7,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,246,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages divers et mélangés,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,74,,0,0,0,1,1,0,277,1,0,1.9073486e-06,autres produits,Grande Bretagne
