"region_depart","province_depart","etat_depart","sousetat_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","pointcall_province","substate_destination","state_destination","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-22,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001402N",Polly,"Walker, George",Grande-Bretagne,Angleterre,Whistable,,,,,,135,450,0,"12",tx,[1-20],britannique
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-08-04,Italie,,Etranger,,,multi-Etat,"0008620N",Conception,"Recco, Sauveur",,,,,,,,,1 200,0,0,,,,français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-12,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001973N",Fortune,"Parish, [Bob]",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-06,Barcelone,Espagne,Etranger,,,Espagne,"0000130N",Paix,"De La Roche, Charles",France,,Dunkerque,Flandre,Diverses marchandises,Blé,,,675,2 250,0,"250",tx,[201-500],français
Normandie,Normandie,France,,Honfleur,Honfleur,1787-12-07,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0012584N",Espoir,"Liard, Jean Baptiste",,,,,,,,,117,120,390,"120",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-17,Dordrecht ,Hollande,Etranger,,Hollande,Provinces-Unies,"0000464N",Jeune Michel,"Leckerkerck, Dirk",Provinces-Unies,Gueldre,Dort,,Sucre,,,,135,450,0,"90",tx,[51-100],hollandais
Normandie,Normandie,France,,Le Havre,Le Havre,1787-03-24,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002020N",Portsmouth,"Audner, Georges",Etats-Unis d'Amérique,Virginie,"Portsmouth, VA,",,,,,,117,390,0,"300",tx,[201-500],étasunien
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-25,Plymouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000545N",Hope,"Glover, Baptiste",,,,,Lest,,,,450,135,0,"42",tx,[21-50],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-04-21,Bruges,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0012850N",Amitié,"Henders, Siebers",,,,,,,,,480,144,0,"200",tx,[101-200],Pays-Bas autrichien
Picardie,Picardie,France,,Calais,Calais,1787-11-19,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"Carish, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,150,45,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-11-06,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,675,2 250,135,"30",tx,[21-50],britannique
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-06-02,Gênes,,Etranger,,,République de Gênes,"0014343N",Unnamed,"Solara, François",,,,,,,,,120,180,0,,tx,,génois
Picardie,Picardie,France,,Calais,Calais,1787-08-07,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,765,"34",tx,[21-50],britannique
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-06-23,Capraia,,Etranger,,,République de Gênes,"0014161N",Unnamed,"Sarzana, Parovano",,,,,,,,,540,120,0,,tx,,génois
Normandie,Normandie,France,,Dieppe,Dieppe,1787-07-27,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000459N",Princesse Royale,"Killick, Robert",,,,,,,,,390,117,0,"40",tx,[21-50],britannique
Normandie,Normandie,France,,Dieppe,Dieppe,1787-04-13,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,117,390,0,"40",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-10,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009845N",Bonne Intention,"Brockman, William",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-08,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000006N",Endeavour,"Duke, Stephen",,,,,,,,,450,135,0,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-08-14,Côte d'Angole,Portugal,Etranger,,colonies portugaises d'Afrique,Portugal,"0011546N",Utile,"Lespres ,Thomas Hyacinthe",,,,,,,,,549,1 830,0,"8",tx,[1-20],français
Bretagne,Bretagne,France,,Nantes,Nantes,1787-08-09,Uddevalla,Suède,Etranger,,,Suède,"0007962N",Walvic Caremhoop,Objstrom,Suède,,Uddevalla,,,,,,480,144,0,"453",tx,[201-500],suédois
Picardie,Picardie,France,,Calais,Calais,1787-06-08,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000127N",Paix,"Dunez, Jean",France,,Calais,Picardie,,,,,450,135,0,,,,français
Normandie,Normandie,France,,Le Havre,Le Havre,1787-06-16,Portsmouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0013579N",Brighelmston,"Clear, James",,,,,,,,,117,390,0,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-24,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000360N",Ketty,"Milkeen, Daniel",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-10-25,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000460N",Princesse,"Keys, Will",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 250,675,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-08-04,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 400,"32",tx,[21-50],britannique
Bretagne,Bretagne,France,,Brest,Roscoff,1787-08-07,Mount's Bay,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0008519N",Mai Flour The,"James, Jean",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,180,480,0,"5",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-10-09,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0007048N",Washington,"Weldon, Thomas",Grande-Bretagne,Irlande,Drogheda ,,Eau-de-vie,,,,1 140,4 560,2 385,"76",tx,[51-100],britannique
Normandie,Normandie,France,,Port-Bail,Port-Bail,1787-07-06,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001053N",Dèsir,"Dutot, Jean",,,,,Passagers,,,,390,0,0,"2",tx,[1-20],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-30,Liverpool,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001105N",Jacques et Jean,"Millett, Guillaume",Grande-Bretagne,Irlande,Cork,,Fèves,,,,135,450,0,"75",tx,[51-100],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-14,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000828N",Good Intent,Nash,Grande-Bretagne,Angleterre,Rye,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-02-27,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002733N",Active,Hutchinson,,,,,,,,,135,450,0,"30",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-08-31,Cadix,Espagne,Etranger,,,Espagne,"0010411N",Minerve,"Meriel, Jean Baptiste",,,,,,,,,390,117,0,"160",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-14,Hollande,Hollande,Etranger,,Hollande,Provinces-Unies,"0001586N",Jeune Wilelmine,"Owehand, Klaas",Provinces-Unies,Hollande,Rotterdam,,Lest,,,,135,450,0,"30",tx,[21-50],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-04,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003576N",Charmant matelot,"Sauder, William",Grande-Bretagne,Angleterre,Burnham,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-29,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000942N",Peggy,Flysher,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-04-14,Italie,,Etranger,,,multi-Etat,"0010950N",Notre Dame du Rosaire,"Bartolomeo, Mariano",,,,,,,,,2 400,0,0,,,,français
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-06-23,Saint-Sébastien,Espagne,Etranger,,,Espagne,"0010372N",Saint Antoine,"Halzonet, Jean",,,,,Planches,Eau-de-vie,,,480,144,0,"14",tx,[1-20],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-10,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000615N",Tarr,"Kerrish, Jean",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-10-15,Bilbao,Espagne,Etranger,,,Espagne,"0007058N",Marianne,"Halzonet, Pierre",France,,Saint-Jean-de-Luz ,Guyenne,Goudron,Brai,Eau-de-vie,,144,480,0,"28",tx,[21-50],français
Picardie,Picardie,France,,Calais,Calais,1787-10-10,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000752N",James,"Allen, William",Grande-Bretagne,Angleterre,Douvres,,,,,,720,135,2 400,"32",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-07,Schiedam,Hollande,Etranger,,Hollande,Provinces-Unies,"0000279N",Union,"Naessen, François Ignace",France,,Dunkerque,Flandre,Blé,,,,450,135,0,"70",tx,[51-100],français
Picardie,Picardie,France,,Calais,Calais,1787-10-10,Kristiansand ,Danemark,Etranger,,Norvège,Danemark,"0012048N",Félix,"Leyre, E.k",Danemark,Norvège,Kristiansand ,,,,,,450,2 025,6 750,"90",tx,[51-100],danois
Picardie,Picardie,France,,Calais,Calais,1787-06-23,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000752N",James,"Allen, William",Grande-Bretagne,Angleterre,Douvres,,,,,,2 400,135,720,"32",tx,[21-50],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-05-01,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0006561N",Désir de la Paix,"Bernardus, Guiliam",Provinces-Unies,Hollande,Amsterdam,,Sucre,Diverses marchandises,,,10 620,4 158,600,"177",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-18,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001242N",Wakefield,"Carter, Thomas",Grande-Bretagne,Angleterre,Londres,,Pommes,Diverses marchandises,,,135,450,0,"100",tx,[51-100],britannique
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-11-24,Gênes,,Etranger,,,République de Gênes,"0013456N",Unnamed,"Boggio, Joseph",Malte,,Malte,,,,,,120,108,0,,tx,,maltais
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-05-01,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0007637N",Ville d' Hambourg,"Sjoerds, Heere",Hambourg,,Hambourg,,Sucre,Vin,,,6 900,600,10 530,"460",tx,[201-500],hambourgeois
Picardie,Picardie,France,,Calais,Calais,1787-06-15,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 250,135,"30",tx,[21-50],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-10-23,Charleston,Etats-Unis,Etranger,,Caroline du Sud,Etats-Unis d'Amérique,"0012250N",Commerce,"Leé, Benjamin",,,,,,,,,549,1 830,0,"170",tx,[101-200],
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-06-14,Gothembourg ,Suède,Etranger,,,Suède,"0011446N",Sara Maria,"Ross, Lars",Suède,,Gothembourg ,,Sel,,,,480,144,0,"72",tx,[51-100],suédois
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001573N",Diligent,Millen,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Saintonge,France,,Marennes,Marennes,1787-11-29,Frise,Hollande,Etranger,,Frise,Provinces-Unies,"0008132N",Jeune Pierre,"Vanderval, Jacob Tiers",Provinces-Unies,Frise,Frise,,Sel,,,,144,480,0,"150",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-22,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000759N",Effort,"Bishop, Thomas",Grande-Bretagne,Angleterre,Londres,,Diverses marchandises,Eau-de-vie,,,450,135,0,"100",tx,[51-100],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-31,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000007N",Lion,"Bewel, Salomon",Grande-Bretagne,Angleterre,Hasting,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-04,Nieuport,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0000421N",Deux Soeurs,"Vandevater, Henry",Autriche,Pays-Bas autrichiens,Nieuport,,Sel,Diverses marchandises,Vin,,135,450,0,"40",tx,[21-50],Pays-Bas autrichien
Picardie,Picardie,France,,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-03-02,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0002422N",Trois Soeurs,"Visser, Onne Onnen",,,,,,,,,450,1 944,135,"54",tx,[51-100],hollandais
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-04-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000472N",Two Brothers,Waker,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-05-03,Rye,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000612N",Liberté,"Oliver, John",Grande-Bretagne,Angleterre,Rye,,,,,,270,135,900,"12",tx,[1-20],britannique
Normandie,Normandie,France,,Rouen,Rouen,1787-06-12,Emden,Prusse,Etranger,,Frise orientale,Prusse,"0007712N",Quatre Frères,"Wierts, Hendrick",,,,,,,,,810,2 700,117,"75",tx,[51-100],
Aunis-Saintonge-Poitou,Poitou,France,,Sables-d’Olonne,Beauvoir-sur-Mer,1787-11-02,Espagne atlantique,Espagne,Etranger,,,Espagne,"0002656N",Saint Jean,"Charier, Jean",France,,Noirmoutier,Poitou,Froment,,,,540,1 800,0,"50",tx,[21-50],français
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-09-12,Deva,Espagne,Etranger,,,Espagne,"0010740N",Saint Gabriel,"De Balanda, Joseph Antoine",Espagne,,Plencia,,Lest,,,,1 920,576,0,"160",tx,[101-200],"Espagne, undeterminé"
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-07-21,Saint-Sébastien,Espagne,Etranger,,,Espagne,"0010375N",Providence,"Valcarcel, Joseph",,,,,Planches,Eau-de-vie,,,144,480,0,"28",tx,[21-50],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-28,Shetland,Angleterre,Etranger,,Ecosse,Grande-Bretagne,"0000226N",Saint Pierre,"Damman, Charles",France,,Dunkerque,Flandre,Ustensiles de pêche,,,,135,450,0,"30",tx,[21-50],français
Picardie,Picardie,France,,Calais,Calais,1787-06-10,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"Korkaldy, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,150,45,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-04-13,Moss,Danemark,Etranger,,Norvège,Danemark,"0009027N",Emanuel,"Thorsen, Lars",Danemark,Norvège,Moss,,,,,,135,1 800,6 000,"80",tx,[51-100],danois
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0012183N",Lively,Plan,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-11,Hull,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0016664N",Brillan,"Brown, Jonathan",Grande-Bretagne,Angleterre,Hull,,Lest,Eau-de-vie,,,450,135,0,"80",tx,[51-100],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,Cloey,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-06-01,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000795N",Hardwick,"Clarck, Edouard",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-21,Riga,Russie,Etranger,,,Russie,"0000675N",Intégrité,"Briclby, Jean",Grande-Bretagne,Angleterre,Londres,,,,,,675,2 250,0,"120",tx,[101-200],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-02-13,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0016271N",Dame Anne,"Ernst, Grell",Hambourg,,Hambourg,,,,,,480,144,0,"150",tx,[101-200],hambourgeois
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-11-03,Italie,,Etranger,,,multi-Etat,"0013408N",Vierge de Montenero,"Lanteri, Joseph",France,,Bonifacio,Isles de Corse,,,,,2 400,0,0,,,,français
Normandie,Normandie,France,,Fécamp,Fécamp,1787-07-07,Newcastle,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000436N",Sarah,"Smith, Jean",,,,,,,,,390,1 425,117,"132",tx,[101-200],britannique
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-10-01,La Corogne,Espagne,Etranger,,,Espagne,"0007023N",Notre Dame de Begogne et Ames,"De Arana, Martin",Espagne,,Plencia,,Planches,Brai,,,1 920,576,0,"45",tx,[21-50],"Espagne, undeterminé"
Picardie,Picardie,France,,Calais,Calais,1787-08-03,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000740N",Pitt,"Sharp, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,675,2 250,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-03-05,Rye,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000612N",Liberté,"Oliver, John",Grande-Bretagne,Angleterre,Rye,,,,,,135,900,270,"12",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Ars-en-Ré,1787-10-21,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0007684N",Amelia,"Hinsk, Johan",Hambourg,,Hambourg,,Sel,,,,480,0,0,"190",tx,[101-200],hambourgeois
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-17,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0003423N",Zeldenrust,"Spourderman, Marte",,,,,Lest,,,,450,135,0,"30",tx,[21-50],hollandais
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-05-11,Bilbao,Espagne,Etranger,,,Espagne,"0009934N",Saint Jean Baptiste,"Dihabé, Pierre",France,,Saint-Jean-de-Luz ,Guyenne,Eau-de-vie,Brai,,,480,144,0,"28",tx,[21-50],français
Bretagne,Bretagne,France,,Brest,Roscoff,1787-06-23,Mount's Bay,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0012319N",Deux Frères,"Cotton, Richard",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,480,144,0,"4",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003667N",Poverty,"Summer, James",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-22,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000517N",Wilks,"Boucher, George",Grande-Bretagne,Angleterre,Rochester,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-02-23,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"Midellton, John",Grande-Bretagne,Angleterre,Deal,,,,,,45,150,135,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-09-09,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001705N",Cocu,"Kigsforth, John",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003205N",Nancy,"Peltman, Thomas",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-02-06,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009845N",Bonne Intention,"Gardner, Edward",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-25,Southampton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003094N",Diligent,"Jamisson, Jean",Grande-Bretagne,Ecosse,Glasgow,,Lest,,,,135,450,0,"60",tx,[51-100],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-02-16,Côte d'Or,,Sénégal et Guinée,,,multi-Etat,"0006937N",Marquis de Bouillé,"Chevillard, Fleury",France,,Bordeaux,Guyenne,Diverses marchandises,Eau-de-vie,,,18 960,1 800,6 228,"316",tx,[201-500],français
Normandie,Normandie,France,,Granville,Granville,1787-10-10,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0003959N",Elisabeth,"Guilmet, Jacques",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Lest,,,,390,0,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-07,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001402N",Polly,"Walker, George",Grande-Bretagne,Angleterre,Whistable,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-06,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000660N",Bonne intention,"Reed, George",Grande-Bretagne,Angleterre,Ipswich,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-07-02,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 550,135,"34",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-01,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,"Bean, John",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Languedoc,Languedoc,France,,Sète,Sète,1787-11-02,Porto Maurizio,,Etranger,,,République de Gênes,"0015606N",Saint Esprit,"Grenier, Jean",,,,,Passagers,Vin,,,0,0,0,,,,français
Bretagne,Bretagne,France,,Brest,Roscoff,1787-09-29,Polperro,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0012928N",Dumphan,Marck,Grande-Bretagne,Angleterre,Polperro,,Eau-de-vie,,,,480,0,0,"11",tx,[1-20],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-03-26,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0013319N",Prevoyance,"Zantemanm, Gerret",Provinces-Unies,Hollande,Amsterdam,,,,,,144,480,0,"130",tx,[101-200],hollandais
Normandie,Normandie,France,,Dieppe,Dieppe,1787-06-14,Brighton,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000158N",Charmante Sally,"Winter, Henry",,,,,,,,,390,117,0,"10",tx,[1-20],britannique
Canada,Canada,France,colonies françaises d'Amérique,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,1787-11-08,Rhode Island,Etats-Unis,Etranger,,Rhode Island,Etats-Unis d'Amérique,"0002793N",Sally,Child,,,,,,,,,1 800,0,0,"40",tx,[21-50],étasunien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-02,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003974N",Peggy,"White, Guillaume",Grande-Bretagne,Angleterre,Hythe,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-04,Dordrecht ,Hollande,Etranger,,Hollande,Provinces-Unies,"0000463N",Trois Frères,"Leckerkerk, Pierre",Provinces-Unies,Gueldre,Dort,,,,,,450,135,0,"106",tx,[101-200],hollandais
Picardie,Picardie,France,,Calais,Calais,1787-09-14,Kristiansand ,Danemark,Etranger,,Norvège,Danemark,"0013250N",Pashap,"Holm, And.s",Danemark,Norvège,Kristiansand ,,,,,,8 250,135,2 475,"110",tx,[101-200],danois
Bretagne,Bretagne,France,,Nantes,Le Croisic,1787-08-02,Dantzig ,Quatre villes hanséatiques,Etranger,,,Pologne,"0007570N",Etoile du Matin,"Rausch, Peter",Pologne,,Dantzig ,,Sel,,,,144,480,0,"235",tx,[201-500],polonais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-26,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000010N",Wasp,"Dyer, Jacques",Grande-Bretagne,Angleterre,Maldon,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-11,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000711N",Flying Fish,"Boxer, John",,,,,,,,,135,450,0,"12",tx,[1-20],britannique
