"region_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class"
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-15,Angleterre,Angleterre,Etranger,"0003205N",Nancy,Peltman,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-01-17,Sunderland,Angleterre,Etranger,"0000558N",Hope,"Robson, R. P.",,,,,,,,,450,3 636,135,"101",tx,[101-200]
Aunis-Saintonge-Poitou,La Rochelle,Saint-Martin-de-Ré,1789-08-07,Santander,Espagne,Etranger,,Diligence,"Billard, Michel Jean",France,,Honfleur,Normandie,Lest,,,,1 800,0,0,"108",tx,[101-200]
Normandie,Le Havre,Le Havre,1787-06-20,Riga,Russie,Etranger,"0013196N",De Wrow Janna,"Deddes, Jans",,,,,,,,,549,1 830,0,"81",tx,[51-100]
Normandie,Port-Bail,Port-Bail,1787-04-15,Jersey,Angleterre,Etranger,"0000530N",Succes,"Baudouin, Philippe",,,,,,,,,390,0,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-15,Angleterre,Angleterre,Etranger,"0007452N",Liberty of Providence,Oliver,,,,,Passagers,,,,450,135,0,"20",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-04-07,Londres,Angleterre,Etranger,"0000492N",Dunkerque,"Johnson, James",Grande-Bretagne,Angleterre,Londres,,Eau-de-vie,Diverses marchandises,Diverses marchandises,Diverses marchandises,450,135,0,"96",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-12-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Brockman, William",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Honfleur,Honfleur,1787-05-10,"Terre-Neuve, île de",Angleterre,Etranger,"0011033N",Rose Françoise,"Dufresne, Pierre",,,,,Pêche à la morue,,,,1 830,549,120,"114",tx,[101-200]
Picardie,Calais,Calais,1787-06-01,Douvres,Angleterre,Etranger,"0001251N",Bonne Intention,"Tavenor, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,150,45,"2",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-01,Brême,Quatre villes hanséatiques,Etranger,"0008794N",Rose,"Steengrave, Arend",Brême,,Brême,,Sucre,Vin,Vin,Vin,2 250,13 800,3 450,"230",tx,[201-500]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-12,Angleterre,Angleterre,Etranger,"0000703N",Liberty,Wood,Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-08,Douvres,Angleterre,Etranger,"0000604N",Neptune,"Cornu, Robert",,,,,Passagers,,,,0,0,0,"30",tx,[21-50]
Bretagne,Saint-Malo,Saint-Malo,1787-09-04,Guernesey,Angleterre,Etranger,"0001393N",Deux Frères,"Le Moine, Georges",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Diverses marchandises,Sucre,Sucre,Sucre,72,240,0,"5",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-15,Gothembourg ,Suède,Etranger,"0013014N",Marie Catherine,"Jorgenson, Johan",,,,,Vin,Eau-de-vie,Eau-de-vie,Eau-de-vie,1 350,2 700,5 400,"90",tx,[51-100]
Bretagne,Nantes,Le Pouliguen,1787-06-15,Espagne atlantique,Espagne,Etranger,"0003513N",Aimable Gertrude,"Parement, Théodore",France,,Le Pouliguen,Bretagne,Sel,,,,540,1 800,0,"40",tx,[21-50]
Bretagne,Nantes,Le Croisic,1787-04-18,Mer Baltique,,Etranger,"0000443N",Fortune,"Pieters, Jenne",Autriche,Pays-Bas autrichiens,Bruges,,Sel,,,,144,480,0,"214",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-05-21,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Chitty, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-06,Barcelone,Espagne,Etranger,"0000130N",Paix,"De La Roche, Charles",France,,Dunkerque,Flandre,Diverses marchandises,Blé,Blé,Blé,675,2 250,0,"250",tx,[201-500]
Bretagne,Nantes,Nantes,1787-07-10,Libau,,Etranger,"0010841N",Dame Marguerita,"Frierk, Harmen Lammert",,,,,,,,,480,144,0,"129",tx,[101-200]
Picardie,Calais,Calais,1787-02-14,Douvres,Angleterre,Etranger,"0001456N",Soldat américain,"Fox, Georges",Grande-Bretagne,Angleterre,Douvres,,,,,,135,150,45,"2",tx,[1-20]
Normandie,Granville,Granville,1787-05-03,Petit Nord de Terre-Neuve,Angleterre,Etranger,"0001774N",Guerrier,"Ermange, Julien",,,,,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"80",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-04,Leyde,Hollande,Etranger,"0000595N",Sainte Cécile,"Bourgain, Jacques",France,,Boulogne-sur-Mer,Picardie,Passagers,,,,450,135,0,"4",tx,[1-20]
Normandie,Honfleur,Honfleur,1787-01-11,Amsterdam,Hollande,Etranger,"0013437N",Dame Jacqueline,"Beins, Gerrit",,,,,,,,,2 592,778,120,"72",tx,[51-100]
Picardie,Calais,Calais,1787-12-10,Douvres,Angleterre,Etranger,"0000460N",Princesse,"Keys, Will",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 250,675,"30",tx,[21-50]
Bretagne,Brest,Roscoff,1787-08-07,Mount's Bay,Angleterre,Etranger,"0008519N",Mai Flour The,"James, Jean",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,180,480,0,"5",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-02-17,Lübeck,Quatre villes hanséatiques,Etranger,"0009392N",Bonne Compagnie,"Roll, David",Lubeck,,Lübeck,,Diverses marchandises,Seigle,Seigle,Seigle,3 825,8 400,2 100,"140",tx,[101-200]
Normandie,Dieppe,Dieppe,1787-07-02,Brighton,Angleterre,Etranger,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,117,390,0,"40",tx,[21-50]
Normandie,Granville,Granville,1787-04-13,Petit Nord de Terre-Neuve,Angleterre,Etranger,"0003626N",Tendre Amitié,"Blanchet, Michel",France,,Granville,Normandie,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"220",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-11-16,Veere,Hollande,Etranger,"0001407N",Ville d' Oldenbourg,"Bakker, Aryen",Duché d'Oldenbourg,,Oldenbourg,,Diverses marchandises,,,,450,135,0,"60",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-04,Angleterre,Angleterre,Etranger,"0000614N",Prince of Wales,Kerwin,,,,,Passagers,,,,135,450,0,"30",tx,[21-50]
Bretagne,Nantes,Nantes,1787-01-17,Rotterdam,Hollande,Etranger,"0009771N",Bonne Esperance,"De Lange, Pieter",Provinces-Unies,Hollande,Rotterdam,,,,,,480,144,0,"80",tx,[51-100]
Normandie,Le Havre,Le Havre,1787-09-05,Copenhague ,Danemark,Etranger,"0012044N",Résolution,"Biornsen, Peder",,,,,,,,,549,1 830,0,"205",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-06-08,Angleterre (destination simulée pour),Angleterre,Etranger,"0000753N",Isabelle,"Alexander, William",,,,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-07-02,Douvres,Angleterre,Etranger,"0000795N",Hardwick,"Clarck, Edouard",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-01-30,Ostende,Etats de l'Empereur,Etranger,"0013467N",Dewallend Commetier,"Boër, Pieter",,,,,,,,,390,117,0,"102",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-07-02,Angleterre (destination simulée pour),Angleterre,Etranger,"0000704N",Amitié,"Waller, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-06-05,Angleterre (destination simulée pour),Angleterre,Etranger,"0001632N",Bonne Intention,"Roffe, William",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-08-31,Hasting,Angleterre,Etranger,"0001674N",Speedwell,"Porrley, Georges",,,,,,,,,390,117,0,"5",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-01,Angleterre,Angleterre,Etranger,"0000710N",Fly,"Geering, Thomas",,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-24,Angleterre,Angleterre,Etranger,"0001807N",Fanny,Bowth,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-07-08,Douvres,Angleterre,Etranger,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,1 800,"24",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-14,Angleterre,Angleterre,Etranger,"0000003N",Endeavour,"Sarwell, Richard",,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-24,Grands Bancs de Terre-Neuve,,Etranger,"0000045N",Saint Pierre,"Marbaisse, Pierre",France,,Dunkerque,Flandre,Ustensiles de pêche,Pêche à la morue,Pêche à la morue,Pêche à la morue,675,2 250,0,"90",tx,[51-100]
Guyenne,Bayonne,Bayonne,1787-12-04,Deva,Espagne,Etranger,"0010868N",Sainte Thérèse,"Ditturart, Sanbat",France,,Saint-Jean-de-Luz ,Guyenne,Morue sèche,,,,144,480,0,"28",tx,[21-50]
Aunis-Saintonge-Poitou,La Rochelle,Saint-Martin-de-Ré,1789-07-02,Yarmouth,Angleterre,Etranger,,Anne,"Brooks, Cooper",Grande-Bretagne,Angleterre,Yarmouth,,Sel,,,,480,0,0,"70",tx,[51-100]
Roussillon,Collioure,Collioure,1787-05-04,Espagne méditerranéenne,Espagne,Etranger,"0015821N",Etoile de la Mer,"Merello, Joseph",,,,,Lest,,,,144,480,0,"145",tx,[101-200]
Picardie,Calais,Calais,1787-11-08,Douvres,Angleterre,Etranger,"0000249N",Dépèches,"Osborn, John",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-01,Angleterre,Angleterre,Etranger,"0002156N",Gold Finch,Head,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-12-20,Deal,Angleterre,Etranger,"0000496N",Bonne Intention,"Olebrook, John",Grande-Bretagne,Angleterre,Deal,,,,,,135,150,45,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-08-30,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Hart, William",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-11-24,Douvres,Angleterre,Etranger,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,720,"32",tx,[21-50]
Normandie,Granville,Granville,1787-03-21,Grands Bancs de Terre-Neuve,,Etranger,"0003262N",Abondance,"Desdouetils, Antoine",France,,Granville,Normandie,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"40",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-10,Angleterre,Angleterre,Etranger,"0001522N",Old Shoë,Gowlder,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-09-29,Rotterdam,Hollande,Etranger,"0001354N",Roy,"Kaak, Klaas",Provinces-Unies,Hollande,Rotterdam,,,,,,450,1 350,135,"18",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-05-21,Naples,,Etranger,"0013876N",Saint Etienne,"Negre, Jacques Sévere",France,,Agde,Languedoc,,,,,240,0,0,,,
Normandie,Le Havre,Le Havre,1787-02-28,Hambourg,Quatre villes hanséatiques,Etranger,"0014007N",De Vrienshap,"Johannes, Romkes",,,,,,,,,390,117,0,"148",tx,[101-200]
Guyenne,Bayonne,Bayonne,1787-10-29,Cadix,Espagne,Etranger,"0009496N",Porte d' Anvers,"Makno, Jurian",Autriche,Pays-Bas autrichiens,Anvers,,Brai,,,,576,1 920,4 680,"130",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-19,Angleterre,Angleterre,Etranger,"0012165N",May Flower,Brown,,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-10-11,Brighton,Angleterre,Etranger,"0000746N",Prince de Galles,"Burton, Samuel",,,,,,,,,390,117,0,"40",tx,[21-50]
Normandie,Dieppe,Dieppe,1787-09-28,Brighton,Angleterre,Etranger,"0000974N",Prince Guillaume Henry,"White, John",,,,,,,,,117,390,0,"50",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-10,Rotterdam,Hollande,Etranger,"0000413N",Jeune Hubert,"Winck, Jan",,,,,Lest,,,,135,450,0,"30",tx,[21-50]
Normandie,Cherbourg,Diélette,1787-02-10,Jersey,Angleterre,Etranger,"0001493N",Aigle,Le Marinel,,,,,Diverses marchandises,,,,390,117,0,"2",tx,[1-20]
Bretagne,Nantes,Nantes,1787-08-10,Côte d'Afrique [de l'Ouest],,Sénégal et Guinée,"0007355N",Petite Fille,"Dupin, Joseph",France,,Nantes,Bretagne,,,,,1 800,540,0,"168",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-12-31,Angleterre (destination simulée pour),Angleterre,Etranger,"0000517N",Wilks,"Walker, G.",Grande-Bretagne,Angleterre,Whistable,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-17,Angleterre,Angleterre,Etranger,"0001576N",Charley,Mongar,,,,,,,,,135,450,0,"2",tx,[1-20]
Provence,Saint-Tropez,Saint-Tropez,1787-11-05,Levant,,Etranger,"0014429N",Saint Pierre,"Aubertin, Jean Joseph",France,,Saint-Tropez,Provence,Lest,,,,0,0,0,"60",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-07-27,Angleterre (destination simulée pour),Angleterre,Etranger,"0003902N",Fly,"Johnson, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-01-23,Angleterre (destination simulée pour),Angleterre,Etranger,"0003288N",Marie,"Company, William",Grande-Bretagne,Angleterre,Faversham,,,,,,135,450,0,"12",tx,[1-20]
Bretagne,Lorient,Lorient,1787-02-28,Cork,Angleterre,Etranger,"0006782N",Invention,"Tupper, Valentin",Grande-Bretagne,Irlande,Cork,,Lest,,,,630,0,0,"50",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-10-06,Portsmouth,Angleterre,Etranger,"0006916N",Gosport et Havre Packet,"Wilson, William",,,,,,,,,390,117,0,"84",tx,[51-100]
Bretagne,Nantes,Le Croisic,1787-09-01,Jersey,Angleterre,Etranger,"0008422N",Saint Antoine,"Labadin, Constant",France,,Saint-Malo,Bretagne,Sel,,,,480,144,0,"30",tx,[21-50]
Provence,Saint-Tropez,Saint-Tropez,1787-11-02,Gênes,,Etranger,"0014497N",Sainte Anne,"Perrusini, Jean",,,,,Vin,,,,0,0,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-07-04,Douvres,Angleterre,Etranger,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50]
Normandie,Le Havre,Le Havre,1787-03-05,Alicante,Espagne,Etranger,"0014051N",Mercure,"Lamberg, Hans",,,,,,,,,1 830,549,0,"300",tx,[201-500]
Normandie,Rouen,Rouen,1787-11-28,Aberdeen,Angleterre,Etranger,"0012824N",Effort,"Mac Kunnan, Lanchland",,,,,,,,,1 044,313,390,"29",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-09-28,Emden,Prusse,Etranger,"0002947N",Demoiselle Hermine,"Wever, Tymen Dirck",Prusse,Frise orientale,Emden,,,,,,135,450,0,"120",tx,[101-200]
Bretagne,Nantes,Nantes,1787-03-15,Bruges,Etats de l'Empereur,Etranger,"0007650N",Patriotte,"Tenn, Jean Meggel",Provinces-Unies,Hollande,Amsterdam,,,,,,144,480,0,"100",tx,[51-100]
Isles de Corse,Bastia,Bastia,1787-06-14,Mer Mediterranée,,Etranger,"0006902N",Conception,"Oliva, Sauveur",,,,,,,,,2 400,0,0,,,
Picardie,Calais,Calais,1787-09-03,Douvres,Angleterre,Etranger,"0000344N",Cumberland,"Oakley, William",Grande-Bretagne,Angleterre,Douvres,,,,,,2 250,135,675,"30",tx,[21-50]
Isles de Corse,Bastia,Bastia,1787-04-02,Gênes,,Etranger,"0014318N",Unnamed,"Schiattino, Joseph",,,,,,,,,120,180,0,,tx,
Bretagne,Lorient,Lorient,1787-08-18,Boston,Etats-Unis,Etranger,"0012803N",Union,"Plow, Thomas",Etats-Unis d'Amérique,Massachussets,Boston,,Sel,,,,2 484,0,0,"156",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-12-04,Angleterre (destination simulée pour),Angleterre,Etranger,"0001145N",Rossignol,"Richmond, William",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-03-25,Douvres,Angleterre,Etranger,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,675,135,2 250,"30",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-08,Angleterre,Angleterre,Etranger,"0001628N",Lively,"Smith, Peter",,,,,,,,,135,450,0,"2",tx,[1-20]
Roussillon,Collioure,Collioure,1787-03-02,Mahon,Espagne,Etranger,"0011284N",Saint Antoine de Padoue,"Benjan, Alexandre",Espagne,,Mahon,,Blé,,,,144,480,0,"30",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-24,Grands Bancs de Terre-Neuve,,Etranger,"0000214N",Agnes et Thérèse,"Fallu, Jean Baptiste",France,,Dunkerque,Flandre,Ustensiles de pêche,Pêche à la morue,Pêche à la morue,Pêche à la morue,2 250,675,0,"90",tx,[51-100]
Picardie,Calais,Calais,1787-08-29,Douvres,Angleterre,Etranger,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,2 550,135,765,"34",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-10,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,"Pigg, George",,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-03-05,Douvres,Angleterre,Etranger,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,135,450,0,,,
Picardie,Calais,Calais,1787-07-02,Douvres,Angleterre,Etranger,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 550,135,"34",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-12,Angleterre (destination simulée pour),Angleterre,Etranger,"0001257N",Voleur,"Fearn, Georges",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-04-05,Douvres,Angleterre,Etranger,"0001573N",Deligence,"Millen, Richard",Grande-Bretagne,Angleterre,Douvres,,,,,,900,135,270,"12",tx,[1-20]
Guyenne,Bayonne,Saint-Jean-de-Luz ,1787-05-22,Saint-Sébastien,Espagne,Etranger,"0012496N",Saint Jean Baptiste,"Labatut, Esteben",France,,Saint-Jean-de-Luz ,Guyenne,,,,,480,144,0,,,
Bretagne,Brest,Roscoff,1787-04-21,Angleterre,Angleterre,Etranger,"0013873N",Faunme,"Gilles, Samuel",Grande-Bretagne,Angleterre,Plymouth,,Eau-de-vie,,,,480,0,0,"10",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-05-22,Angleterre (destination simulée pour),Angleterre,Etranger,"0009858N",Bonne Intention,"Pen, Jean",Grande-Bretagne,Angleterre,Harwich,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-06,Angleterre,Angleterre,Etranger,"0001630N",Black Sail,Parker,,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-18,Cadix,Espagne,Etranger,"0000028N",Bonne Mère,"Le Boucher, François",France,,Saint-Malo,Bretagne,,,,,450,135,0,"190",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-09-10,Londres,Angleterre,Etranger,"0001437N",Marchand de Londres,"Martin, Joseph",Grande-Bretagne,Angleterre,Londres,,Lest,,,,135,450,0,"100",tx,[51-100]
Guyenne,Bayonne,Bayonne,1787-07-07,Comillas,Espagne,Etranger,"0011302N",Saint Jacques,"Gullieres, Jean",Espagne,,Comillas,,Eau-de-vie,,,,1 920,576,0,"81",tx,[51-100]
Picardie,Calais,Calais,1787-08-02,Douvres,Angleterre,Etranger,"0004084N",Princesse,"Ratcliff, John",Grande-Bretagne,Angleterre,Douvres,,,,,,2 550,135,765,"34",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-24,Angleterre,Angleterre,Etranger,"0000779N",Ranger,"Guilbert, John",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-08-20,Deal,Angleterre,Etranger,"0001694N",Succes,"Taylor, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-18,Angleterre,Angleterre,Etranger,"0001989N",Good Hope,Richards,,,,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-08-21,Brighton,Angleterre,Etranger,"0000459N",Princesse Royale,"Killick, Robert",,,,,,,,,117,390,0,"40",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-05-22,Viveros,Espagne,Etranger,"0002941N",Saint Antoine et Ames,"Martinez, Jean",,,,,Eau-de-vie,Vin,Vin,Vin,576,1 920,0,"22",tx,[21-50]
Aunis-Saintonge-Poitou,Sables-d’Olonne,Noirmoutier,1789-08-22,Dantzig ,Quatre villes hanséatiques,Etranger,,Jeanne Florentine,"Dobukk, Ephraim",Pologne,,Dantzig ,,Sel,,,,480,0,0,"300",tx,[201-500]
Bretagne,Nantes,Nantes,1787-02-13,Cadix,Espagne,Etranger,"0007158N",Caprice,"Praud, Jacques François",France,,Bourgneuf,Bretagne,,,,,1 800,540,0,"80",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-12-06,Londres,Angleterre,Etranger,"0001441N",Prince d' Orange,"Mellick, John",Grande-Bretagne,Angleterre,Londres,,Eau-de-vie,Diverses marchandises,Diverses marchandises,Diverses marchandises,450,135,0,"60",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-10-29,Hambourg,Quatre villes hanséatiques,Etranger,"0007636N",Eole,"Engelsdorff, Christian Conrad",Hambourg,,Hambourg,,Vin,Sucre,Sucre,Sucre,10 500,2 625,4 119,"175",tx,[101-200]
Aunis-Saintonge-Poitou,Marennes,Marennes,1789-08-26,Bilbao,Espagne,Etranger,,Diligence,"Billard, Michel",France,,Bordeaux,Guyenne,Sel,,,,1 800,0,0,"156",tx,[101-200]
Normandie,Dieppe,Dieppe,1787-06-09,Newcastle,Angleterre,Etranger,"0000491N",Jeanne,"Smith, Pierre",Grande-Bretagne,Angleterre,Angleterre,,,,,,117,390,0,"85",tx,[51-100]
Normandie,Granville,Granville,1787-04-05,Grands Bancs de Terre-Neuve,,Etranger,"0000186N",Angélique,"Néel, Charles",,,,,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"58",tx,[51-100]
Guyenne,Bayonne,Bayonne,1787-09-01,Santander,Espagne,Etranger,"0003294N",Saint Jean Baptiste,"De Goya, Thomas",Espagne,,Plencia,,Planches,Farine,Farine,Farine,576,1 920,0,"12",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,Saint-Martin-de-Ré,1789-10-09,Fredrikstad ,Danemark,Etranger,,S. Karen,"Sekong, Nils",Danemark,Norvège,Frederikshald / Halden,,Sel,,,,480,0,0,"120",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-22,Angleterre,Angleterre,Etranger,"0001522N",Old Shoë,Gowlder,,,,,,,,,135,450,0,"2",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,Ars-en-Ré,1789-09-25,Bergue ,Danemark,Etranger,,Fortune,"Delange, Mattias",Danemark,Norvège,Bergue ,,Sel,,,,480,0,0,"70",tx,[51-100]
Guyenne,Bayonne,Bayonne,1787-10-03,Bilbao,Espagne,Etranger,"0003864N",Saint Joseph,"Abondano, Joseph",,,,,Goudron,Eau-de-vie,Eau-de-vie,Eau-de-vie,576,1 920,0,"28",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-12-24,Angleterre,Angleterre,Etranger,"0001391N",Sandwich,"Curry, John",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-04-07,Islande,,Etranger,"0003307N",Isabelle,"Guersen, Pierre",France,,Dunkerque,Flandre,Pêche à la morue,,,,2 250,675,0,"45",tx,[21-50]
Provence,Saint-Tropez,Saint-Tropez,1787-07-10,Gênes,,Etranger,"0014417N",Postillon,"Bonnaud, Tropez Nicolas",France,,Saint-Tropez,Provence,Vin,,,,0,0,0,"24",tx,[21-50]
Bretagne,Saint-Malo,Saint-Malo,1787-04-06,"Terre-Neuve, île de",Angleterre,Etranger,"0007668N",Bonne Malouine,"Louais, Jacques Alexandre",France,,Saint-Malo,Bretagne,Pêche à la morue,Sel,Sel,Sel,540,1 800,0,"100",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-02-01,Amsterdam,Hollande,Etranger,"0012544N",Abraham et Johannes,"Kuyper, Jacob",Provinces-Unies,Hollande,Amsterdam,,Sucre,Vin,Vin,Vin,600,3 000,12 000,"200",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-11,Angleterre,Angleterre,Etranger,"0001431N",Succes,Kelton,,,,,,,,,450,135,0,"2",tx,[1-20]
Bretagne,Nantes,Nantes,1787-09-27,Londres,Angleterre,Etranger,"0013707N",Naulh Paquet,"Doukin, Nozes",Grande-Bretagne,Angleterre,Londres,,,,,,144,480,0,"60",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-02-03,Angleterre (destination simulée pour),Angleterre,Etranger,"0001564N",Fortune,"Cook, Peter",,,,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-03-31,Rotterdam,Hollande,Etranger,"0003983N",Inconstant,"Menwenoord, Engel",,,,,,,,,720,117,216,"20",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-01-04,Newcastle,Angleterre,Etranger,"0001085N",Succes,"Longbatton, John",,,,,,,,,390,117,0,"230",tx,[201-500]
